address,latitude,longitude
US,39.7837304,-100.445882
UK,6.3110548,20.5447525
Canada,61.0666922,-107.991707
UK,6.3110548,20.5447525
,46.3144754,11.0480288
UK,6.3110548,20.5447525
UK,6.3110548,20.5447525
Africa,11.5024338,17.7578122
New Zealand,-41.5000831,172.8344077
Ukraine,49.4871968,31.2718321
Ukraine,49.4871968,31.2718321
Ukraine,49.4871968,31.2718321
,46.3144754,11.0480288
Gaza,-23.328398,32.8066057
